stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_timezone,location_type,parent_station,level_id
ITOAUTO96219,,"Château de Grouchy",49.063866,2.064780,2,,0,ITOAUTO77715,
ITOAUTO96220,,"ZA Croix de Mission",48.927559,3.123810,2,,0,ITOAUTO78277,
ITOAUTO96221,,"ZA Croix de Mission",48.927567,3.123987,2,,0,ITOAUTO78277,
ITOAUTO96223,,"Eglise de Montarlot",48.349339,2.849975,2,,0,ITOAUTO96002,
ITOAUTO96224,,"Ecole Vétérinaire de Maisons-Alfort",48.814289,2.423581,1,,0,ITOAUTO133130,
ITOAUTO96254,,"Vache Noire",48.811005,2.326771,1,,0,ITOAUTO96232,
ITOAUTO96255,,"Université Paris VI",48.849129,2.357730,1,,0,ITOAUTO79005,
ITOAUTO96256,,"Villebois - Mareuil",48.935085,2.292705,1,,0,ITOAUTO79403,
ITOAUTO96257,,"Place Etienne Marcel",48.780399,2.042737,1,,0,ITOAUTO81425,
ITOAUTO96260,,"Villebois - Mareuil",48.934929,2.293090,1,,0,ITOAUTO79403,
ITOAUTO109580,,"Collège Jean Moulin",48.634731,2.299520,1,,0,ITOAUTO101663,
ITOAUTO96268,,"Rue de la Libération",48.592213,2.187901,1,,0,PARIS6198,
ITOAUTO96270,,"Vieux Cèdre",48.646965,2.431519,1,,0,ITOAUTO80733,
ITOAUTO96271,,"Trévoix",48.586288,2.221159,1,,0,PARIS6180,
ITOAUTO96282,,"Place Etienne Marcel",48.780205,2.042835,1,,0,ITOAUTO81425,
ITOAUTO96295,,"Gare de Dourdan",48.533451,2.007908,2,Europe/Paris,,,
ITOAUTO97256,,"Les Fauvelles",48.902618,2.239494,1,,0,PARIS166415,
ITOAUTO97997,,"Lycée Louis Armand",48.837307,2.284604,1,,0,ITOAUTO78968,
ITOAUTO96364,,"Maintenon",48.586258,1.592633,0,,0,ITOAUTO79969,
ITOAUTO99238,,"Alphand",48.874630,2.284160,1,,0,PARIS10957,
ITOAUTO96396,,"Jean Baptiste Corot - Lamartine",48.976097,2.395176,1,,0,ITOAUTO77317,
ITOAUTO96478,,"Buttes Chaumont",48.878498,2.381570,2,,0,ITOAUTO79239,
ITOAUTO96479,,"Censier - Daubenton",48.840225,2.351627,2,,0,ITOAUTO96458,
ITOAUTO96480,,"Carrefour Pleyel",48.919807,2.343444,2,,0,ITOAUTO79354,
ITOAUTO96481,,"Charenton - Écoles",48.821255,2.413847,2,,0,ITOAUTO96457,
ITOAUTO96483,,"Barbès - Rochechouart",48.883778,2.350607,2,,0,ITOAUTO96461,
ITOAUTO96485,,"Cardinal Lemoine",48.846699,2.351328,2,,0,ITOAUTO78999,
ITOAUTO96486,,"Chardon Lagache",48.845089,2.266906,2,,0,ITOAUTO78995,
ITOAUTO99277,,"Gare de Boissy-Saint-Léger",48.753796,2.505944,2,Europe/Paris,,,
ITOAUTO96490,,"Champs-Élysées - Clemenceau",48.867500,2.314017,2,,0,ITOAUTO96460,
ITOAUTO96491,,"Montaigut",48.790272,2.445720,1,,0,ITOAUTO78613,
ITOAUTO96492,,"Croix des Mèches",48.785488,2.453543,1,,0,ITOAUTO104398,
ITOAUTO96493,,"Frères Lumière",48.883408,2.455229,1,,0,ITOAUTO79250,
ITOAUTO96494,,"Desgranges - Solidarité",48.852684,2.443408,1,,0,ITOAUTO79179,
ITOAUTO96501,,"Henri Barbusse",48.809692,2.339901,1,,0,ITOAUTO96455,
ITOAUTO96503,,"Ecole",48.478092,2.326818,2,,0,PARIS7531,
ITOAUTO96504,,"Centre Commercial Noyer Doré",48.736115,2.284467,1,,0,ITOAUTO78419,
ITOAUTO96506,,"Ecoles",48.879692,2.768520,2,,0,ITOAUTO80147,
ITOAUTO96513,,"Cimetière",48.908081,2.313018,1,,0,ITOAUTO79331,
ITOAUTO96516,,"Emile Raspail",48.800991,2.331556,1,,0,PARIS10762,
ITOAUTO96517,,"Lycée Darius Milhaud - Benoit Malon",48.803741,2.348826,1,,0,ITOAUTO96435,
ITOAUTO96518,,"Georges Bailly",48.793087,2.294113,1,,0,ITOAUTO78633,
ITOAUTO96519,,"Centre Commercial Scarron",48.791649,2.297005,1,,0,PARIS11038,
ITOAUTO96520,,"Cuvier - Emile Zola",48.851013,2.422548,1,,0,ITOAUTO79176,
ITOAUTO96522,,"Pereire - Maréchal Juin",48.884350,2.297758,2,Europe/Paris,,,
ITOAUTO96523,,"Pereire - Maréchal Juin",48.884388,2.297962,1,Europe/Paris,,,
ITOAUTO96524,,"Ecole",48.700020,2.774887,2,,0,ITOAUTO77805,
ITOAUTO96525,,"Delpêche",48.864403,2.429719,1,,0,ITOAUTO96469,
ITOAUTO96526,,"Delpêche",48.864204,2.429953,1,,0,ITOAUTO96469,
ITOAUTO96529,,"Collège Frederico Garcia Lorca",48.925159,2.375283,1,,0,ITOAUTO79506,
ITOAUTO96533,,"Jean Jaurès",48.841988,2.238390,1,Europe/Paris,,,
ITOAUTO96534,,"La Butte aux Cailles",48.837429,2.578858,1,,0,PARIS12096,
ITOAUTO96536,,"Les Bondrolles",48.852100,2.658585,1,,0,PARIS11777,
ITOAUTO96537,,"Ecole Boissière",48.880836,2.457329,1,,0,ITOAUTO79244,
ITOAUTO96541,,"Boureau - Guérinière",48.861519,2.501174,1,,0,ITOAUTO79685,
ITOAUTO96542,,"Bergeries - Francs Moisins",48.924030,2.368992,1,,0,PARIS194713,
ITOAUTO96543,,"Château Sainte-Barbe",48.789883,2.292033,1,,0,ITOAUTO78616,
ITOAUTO96545,,"Mairie",48.910168,2.288391,1,,0,ITOAUTO79330,
ITOAUTO97341,,"Faidherbe - Chaligny",48.850109,2.384029,2,,0,ITOAUTO97125,
ITOAUTO96553,,"Ecole Jules Ferry",49.002541,2.373465,1,,0,ITOAUTO77501,
ITOAUTO96556,,"Les Fleurs",48.705608,2.354343,1,,0,PARIS11899,
ITOAUTO96557,,"Ecole Jean Jaurès",48.979099,2.387750,2,,0,ITOAUTO79877,
ITOAUTO96559,,"Louise Michel",48.902264,2.440722,1,,0,PARIS10456,
ITOAUTO96561,,"Croix des Mèches",48.785080,2.453180,1,,0,ITOAUTO104398,
ITOAUTO96562,,"Ecole",48.437557,2.566475,2,,0,PARIS189913,
ITOAUTO96565,,"Ecole",48.487976,2.705925,2,,0,ITOAUTO81013,
ITOAUTO96566,,"Ecole d'Infirmières",48.693947,2.287477,1,,0,PARIS6485,
ITOAUTO96568,,"Croix Rompue",48.953632,2.064728,1,,0,ITOAUTO96445,
ITOAUTO96569,,"Emile Duployé",48.815056,2.265203,1,,0,ITOAUTO78751,
ITOAUTO97360,,"Maubert - Mutualité",48.850197,2.348280,2,,0,ITOAUTO97128,
ITOAUTO96576,,"Cimetière",48.908512,2.312835,1,,0,ITOAUTO79331,
ITOAUTO96577,,"Général Leclerc - Villeneuve - Hôpital Beaujon",48.904758,2.310865,1,,0,ITOAUTO97882,
ITOAUTO96578,,"Hôtel de Ville",48.857258,2.352723,1,Europe/Paris,,,
ITOAUTO96582,,"Maurice Couderchet",48.845875,2.470065,1,,0,PARIS10507,
ITOAUTO96584,,"Carrefour Pleyel",48.919731,2.343535,2,,0,ITOAUTO79354,
ITOAUTO96585,,"Bobigny-Pantin - Raymond Queneau",48.895638,2.426278,2,,0,ITOAUTO74620,
ITOAUTO96586,,"Champs-Élysées - Clemenceau",48.867657,2.314465,2,,0,ITOAUTO96460,
ITOAUTO96589,,"Barbès - Rochechouart",48.883854,2.350573,2,,0,ITOAUTO96461,
ITOAUTO96590,,"Bibliothèque François Mitterrand",48.829926,2.376487,1,,0,ITOAUTO79135,
ITOAUTO100278,,"Cloarec - Piscine",48.912815,2.265310,1,,0,PARIS13595,
ITOAUTO96600,,"Desgranges - Solidarité",48.852711,2.443244,1,,0,ITOAUTO79179,
ITOAUTO96601,,"Ecole Jacques Prévert",49.030098,2.452063,2,,0,PARIS205579,
ITOAUTO96603,,"Croix des Mèches",48.785164,2.452117,1,,0,ITOAUTO104398,
ITOAUTO96604,,"Escudier - Marché",48.844383,2.237619,1,Europe/Paris,,,
ITOAUTO96606,,"Ecole Départementale",48.774857,2.367816,1,,0,ITOAUTO96431,
ITOAUTO96609,,"Château Sainte-Barbe",48.790363,2.291033,1,,0,ITOAUTO78616,
ITOAUTO96613,,"Lycée de la Tourelle",48.993763,2.382398,1,,0,ITOAUTO77441,
ITOAUTO96620,,"Ecole Jacques Prévert",49.029919,2.452078,2,,0,PARIS205579,
ITOAUTO96623,,"Ecole Henri Barbusse",48.957710,2.591867,2,,0,PARIS15393,
ITOAUTO96624,,"Ecole Jean Jaurès",48.979153,2.387531,2,,0,ITOAUTO79877,
ITOAUTO96631,,"La Caille",48.981930,2.310949,2,,0,ITOAUTO97473,
ITOAUTO96632,,"Chemin Vert",48.979053,2.306902,2,,0,ITOAUTO111640,
ITOAUTO96634,,"Marthe",48.985317,2.303280,2,,0,ITOAUTO96668,
ITOAUTO96635,,"Ecole",48.595367,2.742112,2,,0,ITOAUTO81156,
ITOAUTO97529,,"Raspail - Jaurès",48.814644,2.349398,1,,0,ITOAUTO97484,
ITOAUTO96672,,"Eglise",48.700687,2.776460,2,,0,ITOAUTO77806,
ITOAUTO96673,,"Eglise",49.061062,1.548939,2,,0,PARIS201441,
ITOAUTO96676,,"Eglise",48.909267,2.504305,1,,0,PARIS193021,
ITOAUTO96677,,"Eglise",48.903179,2.480668,1,,0,PARIS194988,
ITOAUTO96678,,"Ecole des Maradas",49.030365,2.084132,2,,0,ITOAUTO96662,
ITOAUTO96679,,"Marché des Touleuses",49.030647,2.082144,1,,0,ITOAUTO96662,
ITOAUTO96682,,"Eglise",48.993595,1.514523,2,,0,ITOAUTO77449,
ITOAUTO96683,,"Eglise",48.993668,1.514576,2,,0,ITOAUTO77449,
ITOAUTO96684,,"Eglise",48.700642,2.776556,2,,0,ITOAUTO77806,
ITOAUTO96685,,"Eglise",48.782246,2.601024,2,,0,ITOAUTO77940,
ITOAUTO96686,,"Eglise",48.762646,2.667482,2,,0,ITOAUTO77912,
ITOAUTO96689,,"Place du Prieuré",49.057339,1.537015,2,,0,PARIS15529,
ITOAUTO96692,,"Gare Routière Nord (B1)",48.933365,2.039813,1,Europe/Paris,,,
ITOAUTO96693,,"Gare Routière Nord (C3)",48.933224,2.039269,1,Europe/Paris,,,
ITOAUTO96694,,"Gare Routière Nord (A0)",48.933544,2.040014,1,Europe/Paris,,,
ITOAUTO96696,,"Gare Routière Nord (A1)",48.933331,2.040032,1,Europe/Paris,,,
ITOAUTO96705,,"Eglise",48.793358,2.460240,1,,0,ITOAUTO78639,
ITOAUTO96711,,"Eglise",48.963345,2.343891,1,,0,ITOAUTO79441,
ITOAUTO96713,,"Eglise",48.669186,1.644580,2,,0,PARIS3253,
ITOAUTO96716,,"Eglise",48.683456,1.643490,2,,0,PARIS3041,
ITOAUTO96718,,"Eglise",48.231895,2.684700,2,,0,PARIS4364,
ITOAUTO96719,,"Eglise",48.277748,2.802571,2,,0,PARIS4383,
ITOAUTO96720,,"Eglise",48.188065,2.625605,2,,0,PARIS4388,
ITOAUTO96727,,"Eglise",48.692909,2.268836,1,,0,PARIS6100,
ITOAUTO97574,,"Guy Môquet",48.819412,2.514380,1,,0,ITOAUTO79633,
ITOAUTO96738,,"Eglise",49.076580,2.357135,1,,0,ITOAUTO75476,
ITOAUTO96740,,"Eglise",48.963581,2.344052,1,,0,ITOAUTO79441,
ITOAUTO96742,,"Eglise",49.044689,2.551324,2,,0,ITOAUTO78367,
ITOAUTO96743,,"Eglise",48.792381,2.395073,1,,0,ITOAUTO78627,
ITOAUTO96745,,"Eglise",48.702400,1.884743,2,,0,PARIS190298,
ITOAUTO96747,,"Eglise",48.975662,2.325799,1,,0,ITOAUTO77316,
ITOAUTO96748,,"Eglise Sainte-Geneviève",48.973320,2.390536,1,,0,ITOAUTO77294,
ITOAUTO96752,,"Eglise",48.789036,1.899567,2,,0,ITOAUTO81438,
ITOAUTO96753,,"Eglise",48.677162,2.746979,2,,0,ITOAUTO81216,
ITOAUTO96754,,"Eglise",48.881760,3.001050,1,,0,PARIS202594,
ITOAUTO96756,,"Gare d'Epône Mézières",48.962646,1.808521,2,,0,ITOAUTO81857,
ITOAUTO96759,,"Eglise",48.224831,2.743533,2,,0,PARIS4546,
ITOAUTO96802,,"Cimetière",48.876122,2.425760,1,,0,ITOAUTO79234,
ITOAUTO96805,,"Hôtel de Ville",48.771370,2.523861,2,,0,ITOAUTO79589,
ITOAUTO96812,,"Chemin des Petits Marais",48.946381,2.298968,1,,0,PARIS12379,
ITOAUTO96813,,"Cité Jardins - Place des Alliés",48.776531,2.257227,1,,0,ITOAUTO96793,
ITOAUTO96814,,"Crimée - Aubervilliers",48.895092,2.371457,1,,0,ITOAUTO97147,
ITOAUTO96816,,"Centre de santé - Place Marcel Cachin",48.813286,2.333060,1,,0,ITOAUTO78738,
ITOAUTO97596,,"Henry Dunant",48.752506,2.527352,2,,0,PARIS5047,
ITOAUTO97683,,"La Poste",49.112091,2.219068,2,,0,PARIS8150,
ITOAUTO96820,,"Stade - Métro",48.808765,2.435053,1,Europe/Paris,,,
ITOAUTO96822,,"Chemin de Bondy",48.885094,2.480153,1,,0,PARIS194830,
ITOAUTO96824,,"Charles Floquet - Diderot",48.814507,2.480829,1,,0,PARIS166252,
ITOAUTO96825,,"Carnot - Aristide Briand",48.799557,2.324154,1,,0,PARIS93473,
ITOAUTO96831,,"Cimetière - Rabelais",48.806416,2.479466,1,,0,ITOAUTO78701,
ITOAUTO96833,,"Charles Delescluze",48.865917,2.426636,1,,0,PARIS11751,
ITOAUTO96838,,"Camping International",48.829094,2.476747,1,,0,PARIS9913,
ITOAUTO109608,,"Mont Blanc",48.269226,2.672253,2,,0,PARIS4464,
ITOAUTO96841,,"Cité du Luth-Verlaine",48.933975,2.290059,1,,0,ITOAUTO79401,
ITOAUTO96848,,"Cité Scolaire",48.850086,2.634818,1,,0,ITOAUTO78117,
ITOAUTO96850,,"Caserne des Pompiers",48.929325,2.300850,1,,0,ITOAUTO96800,
ITOAUTO96852,,"Centre des Essences",48.941330,2.409614,1,,0,PARIS13134,
ITOAUTO96854,,"Claude Bernard",48.854553,2.579033,2,,0,PARIS10123,
ITOAUTO96863,,"Centre des Impôts",48.894608,2.269932,1,,0,ITOAUTO90751,
ITOAUTO96865,,"Cité Floréal",48.941715,2.387726,1,,0,ITOAUTO79531,
ITOAUTO96867,,"Centre Administratif",48.705982,2.384821,1,,0,ITOAUTO96792,
ITOAUTO96871,,"Cité Floréal",48.942524,2.384071,1,,0,ITOAUTO79531,
ITOAUTO96925,,"Sèvres - Babylone",48.851574,2.326887,2,,0,ITOAUTO96905,
ITOAUTO96927,,"Créteil - Université",48.789917,2.450529,2,,0,ITOAUTO96898,
ITOAUTO96928,,"Sèvres - Babylone",48.850933,2.326105,2,,0,ITOAUTO96905,
ITOAUTO96930,,"Charles de Gaulle - Etoile",48.873928,2.295117,2,,0,ITOAUTO96908,
ITOAUTO96931,,"Charles de Gaulle - Etoile",48.874996,2.295812,2,,0,ITOAUTO96908,
ITOAUTO96934,,"Collège Henri Georges Adam / Collège des Rabats",48.739323,2.305610,1,,0,ITOAUTO96897,
ITOAUTO96935,,"Collège Henri Georges Adam / Collège des Rabats",48.739033,2.305138,1,,0,ITOAUTO96897,
ITOAUTO96937,,"Créteil - Université",48.789963,2.452557,1,Europe/Paris,,,
ITOAUTO96942,,"Réaumur - Arts et Métiers",48.865696,2.354690,1,,0,ITOAUTO96891,
ITOAUTO96944,,"Général Détrie",48.852947,2.297991,1,,0,ITOAUTO96906,
ITOAUTO96946,,"Parmentier - République",48.865257,2.375825,1,Europe/Paris,,,
ITOAUTO96948,,"Sèvres - Babylone",48.851212,2.326265,1,Europe/Paris,,,
ITOAUTO97651,,"La Poste",48.734531,2.324438,1,,0,PARIS192999,
ITOAUTO96950,,"Federico Garcia Lorca",48.926392,2.373576,1,,0,PARIS166977,
ITOAUTO96955,,"Cokerie",48.777645,2.417984,1,,0,PARIS10346,
ITOAUTO96956,,"Créteil - Université",48.789814,2.454015,1,Europe/Paris,,,
ITOAUTO96961,,"Sèvres - Babylone",48.851757,2.327457,2,Europe/Paris,,,
ITOAUTO96963,,"Palais de la Découverte",48.865593,2.310402,1,,0,ITOAUTO79050,
ITOAUTO96964,,"Centre Hospitalier",48.890762,2.262007,2,,0,ITOAUTO90760,
ITOAUTO96965,,"Sèvres - Babylone",48.851650,2.327826,2,Europe/Paris,,,
ITOAUTO96967,,"Guynemer - Vavin",48.845310,2.332255,1,,0,PARIS10949,
ITOAUTO96970,,"Monceau",48.880398,2.309592,2,Europe/Paris,,,
ITOAUTO96976,,"Invalides",48.861580,2.314926,1,Europe/Paris,,,
ITOAUTO96978,,"Maubert - Mutualité",48.849648,2.349383,1,Europe/Paris,,,
ITOAUTO96980,,"Trudaine",48.881294,2.344270,1,,0,PARIS12650,
ITOAUTO96982,,"Hôpital Saint-Louis",48.873421,2.370082,1,,0,ITOAUTO79229,
ITOAUTO96985,,"Turbigo - République",48.866154,2.361282,1,Europe/Paris,,,
ITOAUTO96986,,"Créteil - Université",48.789913,2.453674,2,Europe/Paris,,,
ITOAUTO97652,,"Eglise de Villiers le Bel",49.008148,2.389007,1,,0,PARIS195024,
ITOAUTO99487,,"Saint Sauveur",48.437706,3.207914,2,,0,ITOAUTO80980,
ITOAUTO96996,,"Panthéon",48.846802,2.343682,1,,0,ITOAUTO96900,
ITOAUTO96999,,"Bourguignons",48.918491,2.281277,1,,0,PARIS11246,
ITOAUTO97002,,"Châtelet",48.858387,2.347448,1,Europe/Paris,,,
ITOAUTO97003,,"Saint-Augustin",48.874935,2.321254,1,Europe/Paris,,,
ITOAUTO97004,,"Les Coquettes",48.805233,2.358529,2,,0,PARIS197336,
ITOAUTO97005,,"Ménil",48.920582,2.282449,1,,0,ITOAUTO79359,
ITOAUTO97006,,"Les Fontenelles",48.888550,2.223634,1,,0,ITOAUTO133128,
ITOAUTO97007,,"Coubertin",48.704632,2.391333,1,,0,PARIS12905,
ITOAUTO97008,,"Rue du Bac - René Char",48.856636,2.325227,1,Europe/Paris,,,
ITOAUTO97010,,"Charles de Gaulle - Etoile",48.873711,2.294752,2,,0,ITOAUTO96908,
ITOAUTO97013,,"Sully - Morland",48.851273,2.361853,2,,0,ITOAUTO96904,
ITOAUTO97658,,"La Poste",49.004932,2.398161,1,,0,PARIS13285,
ITOAUTO97037,,"Invalides",48.860847,2.314540,2,,0,PARIS167848,
ITOAUTO97040,,"11 Novembre",48.866222,2.524889,1,,0,PARIS10262,
ITOAUTO97042,,"Victor Hugo - Henri Martin",48.863956,2.272665,1,Europe/Paris,,,
ITOAUTO97047,,"Pasteur - Lycée Buffon",48.843212,2.312701,1,Europe/Paris,,,
ITOAUTO97050,,"Stade Charléty - Porte de Gentilly",48.819950,2.344074,1,,0,ITOAUTO69071,
ITOAUTO97052,,"Guy Môquet",48.893112,2.328123,1,,0,ITOAUTO97022,
ITOAUTO97054,,"Place du Général Catroux",48.882214,2.311000,1,,0,ITOAUTO128734,
ITOAUTO97055,,"Fleuriste Municipal",48.848045,2.251915,1,,0,PARIS11488,
ITOAUTO97056,,"Mairie du 15e",48.840687,2.300649,2,,0,ITOAUTO97024,
ITOAUTO97057,,"11 Novembre",48.866261,2.525939,1,,0,PARIS10262,
ITOAUTO97063,,"Porte d'Orléans",48.821712,2.324712,2,Europe/Paris,,,
ITOAUTO97064,,"Foch",48.841564,2.152704,2,,0,PARIS4160,
ITOAUTO97065,,"Porte d'Orléans",48.823135,2.324802,1,Europe/Paris,,,
ITOAUTO97066,,"Jardin d'Acclimatation",48.877163,2.268881,1,,0,PARIS12512,
ITOAUTO97067,,"Fondation L. Vuitton",48.876133,2.263524,1,,0,ITOAUTO79946,
ITOAUTO97068,,"Porte de Saint-Ouen - Hôpital Bichat",48.899658,2.329593,1,,0,ITOAUTO75045,
ITOAUTO97661,,"Delambre",48.878586,2.706064,2,,0,ITOAUTO97635,
ITOAUTO97680,,"La Poste",49.075626,2.201947,2,,0,PARIS8052,
ITOAUTO97077,,"Centre Commercial La Croix Saint Jacques",48.525978,2.009146,2,,0,ITOAUTO80568,
ITOAUTO97086,,"11 Novembre",48.821331,2.227455,1,,0,PARIS11198,
ITOAUTO97088,,"Église d'Auteuil",48.847763,2.269266,1,Europe/Paris,,,
ITOAUTO97805,,"Les Chalets",48.999210,2.286201,1,,0,PARIS14423,
ITOAUTO97159,,"Escadrille Normandie-Niemen",48.912670,2.435412,1,,0,ITOAUTO69064,
ITOAUTO97161,,"Rose Bertin",48.953369,2.316202,2,,0,ITOAUTO97120,
ITOAUTO97162,,"Vaugirard",48.839439,2.301075,2,,0,ITOAUTO129562,
ITOAUTO97163,,"Trinité - d'Estienne d'Orves",48.876251,2.333031,2,,0,ITOAUTO97131,
ITOAUTO97166,,"Réaumur - Sébastopol",48.866383,2.352051,2,,0,ITOAUTO97121,
ITOAUTO97167,,"Église de Pantin",48.893166,2.413120,2,,0,ITOAUTO97136,
ITOAUTO97169,,"Jacques Bonsergent",48.870667,2.361132,2,,0,ITOAUTO79064,
ITOAUTO97171,,"Cluny - La Sorbonne",48.851028,2.344896,2,,0,ITOAUTO97123,
ITOAUTO97176,,"Richelieu - Drouot",48.872135,2.338591,2,,0,ITOAUTO97130,
ITOAUTO97181,,"La Motte-Picquet - Grenelle",48.849632,2.298526,2,,0,ITOAUTO97129,
ITOAUTO97182,,"Église d'Auteuil",48.847145,2.269111,2,,0,ITOAUTO79003,
ITOAUTO97184,,"Mairie de Levallois",48.893528,2.288087,1,,0,ITOAUTO96466,
ITOAUTO97185,,"Église - Théâtre Gérard Philipe",48.935772,2.349876,1,,0,ITOAUTO102368,
ITOAUTO97187,,"Pompe - Mairie du 16e",48.863605,2.277059,1,Europe/Paris,,,
ITOAUTO97188,,"Le Village",48.932953,2.293512,1,,0,PARIS9730,
ITOAUTO97190,,"Le Luth",48.931782,2.288792,1,,0,PARIS9731,
ITOAUTO97192,,"Suzanne Valadon",48.959953,2.358273,1,,0,PARIS9762,
ITOAUTO97193,,"Saint-Quentin - Gare routière Paul Delouvrier",48.788273,2.045069,1,Europe/Paris,,,
ITOAUTO98996,,"av. Denis Papin",48.993877,2.415808,0,,2,ITOAUTO77442,
ITOAUTO97202,,"Suzanne Valadon",48.960148,2.358229,1,,0,PARIS9762,
ITOAUTO97204,,"Marx Dormoy",48.890606,2.359946,2,,0,ITOAUTO79118,
ITOAUTO97205,,"Lamarck - Caulaincourt",48.889698,2.338464,2,,0,ITOAUTO97132,
ITOAUTO97207,,"Reuilly - Diderot",48.847233,2.386056,2,,0,ITOAUTO97134,
ITOAUTO97208,,"Louvre - Rivoli",48.860783,2.340903,2,,0,ITOAUTO97122,
ITOAUTO97209,,"Franklin D. Roosevelt",48.869164,2.309360,2,,0,ITOAUTO74618,
ITOAUTO97210,,"Reuilly - Diderot",48.847214,2.387201,2,,0,ITOAUTO97134,
ITOAUTO97211,,"Les Sablons",48.881290,2.271905,2,,0,ITOAUTO100026,
ITOAUTO97212,,"Porte Dauphine",48.871395,2.277633,2,,0,ITOAUTO80181,
ITOAUTO97213,,"Père Lachaise",48.862488,2.387689,2,,0,ITOAUTO79209,
ITOAUTO97219,,"Montparnasse Bienvenue",48.842056,2.321273,2,,0,ITOAUTO63174,
ITOAUTO97222,,"Edgar Quinet",48.840981,2.325375,2,,0,ITOAUTO78986,
ITOAUTO97224,,"École Militaire",48.854919,2.306346,2,,0,ITOAUTO79031,
ITOAUTO97226,,"Faidherbe - Chaligny",48.850201,2.384073,2,,0,ITOAUTO97125,
ITOAUTO97229,,"Guy Môquet",48.893002,2.327483,2,,0,ITOAUTO97022,
ITOAUTO97230,,"Malakoff - Plateau de Vanves",48.822208,2.298295,2,,0,ITOAUTO79842,
ITOAUTO97233,,"Théâtre Gérard Philipe",48.937519,2.350332,1,,0,ITOAUTO74714,
ITOAUTO97236,,"Gare de l'Est",48.876362,2.358103,2,,0,PARIS16028,
ITOAUTO97238,,"Corentin Cariou",48.894672,2.382292,2,,0,ITOAUTO79284,
ITOAUTO97241,,"Villejuif - Louis Aragon",48.787537,2.367839,2,,0,PARIS166121,
ITOAUTO97242,,"Escadrille Normandie-Niemen",48.912731,2.435466,1,,0,ITOAUTO69064,
ITOAUTO97246,,"Hôpital Avicenne",48.915794,2.424994,1,,0,ITOAUTO69178,
ITOAUTO97249,,"Drancy - Avenir",48.917809,2.417727,1,,0,PARIS166006,
ITOAUTO97250,,"Gaston Roulaud",48.914124,2.431330,1,,0,PARIS9412,
ITOAUTO97251,,"Théâtre Gérard Philipe",48.937500,2.350469,1,,0,ITOAUTO74714,
ITOAUTO97252,,"Mairie de Vélizy",48.780411,2.191396,1,,0,ITOAUTO64863,
ITOAUTO97254,,"Hôpital Béclère",48.786694,2.254578,1,,0,ITOAUTO69086,
ITOAUTO105446,,"Salle des Fêtes",48.675713,2.937945,2,,0,ITOAUTO92510,
ITOAUTO97259,,"Porte de Vanves",48.827454,2.306684,1,,0,PARIS9626,
ITOAUTO97262,,"Drancy - Avenir",48.917747,2.417673,1,,0,PARIS166006,
ITOAUTO97263,,"La Courneuve - 8 Mai 1945",48.920761,2.410502,1,,0,ITOAUTO129561,
ITOAUTO97265,,"Rosa Parks",48.897503,2.373392,1,,0,ITOAUTO79847,
ITOAUTO97267,,"Suzanne Valadon",48.959137,2.358693,1,,0,PARIS9762,
ITOAUTO97268,,"Petit Pierrefitte",48.952694,2.357939,1,,0,PARIS9760,
ITOAUTO97271,,"Lochères",48.978561,2.385065,1,,0,ITOAUTO77337,
ITOAUTO97272,,"Lochères",48.978493,2.385052,1,,0,ITOAUTO77337,
ITOAUTO97275,,"La Fraternelle",48.741722,2.352849,1,,0,ITOAUTO78432,
ITOAUTO97276,,"Villejuif - Louis Aragon",48.787300,2.367012,1,,0,PARIS166121,
ITOAUTO101727,,"Les Berges du Rouillon",48.668419,2.285909,1,,0,PARIS6297,
ITOAUTO97282,,"Le Kremlin-Bicêtre - Métro",48.810333,2.362061,1,Europe/Paris,,,
ITOAUTO97288,,"Parc de Saint-Cloud",48.842056,2.222474,1,,0,ITOAUTO78832,
ITOAUTO97292,,"Rose Bertin",48.953121,2.315154,2,,0,ITOAUTO97120,
ITOAUTO97296,,"Hôpital Avicenne",48.915489,2.426799,1,,0,ITOAUTO69178,
ITOAUTO98955,,"r. de Pierrelaye",49.034092,2.128392,0,,2,ITOAUTO77614,
ITOAUTO97302,,"Rue de la Gare",48.717602,2.247856,0,Europe/Paris,,,
ITOAUTO97306,,"La Fraternelle",48.741684,2.352728,1,,0,ITOAUTO78432,
ITOAUTO97308,,"Porte de la Chapelle",48.898441,2.358390,1,,0,PARIS9613,
ITOAUTO97309,,"Porte de la Chapelle",48.898342,2.358459,1,,0,PARIS9613,
ITOAUTO97310,,"Parc André Malraux",48.799858,2.281986,1,,0,ITOAUTO69085,
ITOAUTO97312,,"Lacépède",48.955887,2.311444,1,,0,ITOAUTO79431,
ITOAUTO97313,,"Les Mobiles",48.949688,2.329836,1,,0,ITOAUTO79427,
ITOAUTO97314,,"Rose Bertin",48.953178,2.315317,1,,0,ITOAUTO97120,
ITOAUTO101585,,"Noisy-le-Roi",48.841316,2.061579,1,,0,ITOAUTO81556,
ITOAUTO97321,,"Javel - André Citroën",48.846088,2.278044,2,,0,PARIS94332,
ITOAUTO97323,,"Marcadet - Poissonniers",48.891281,2.349545,2,,0,ITOAUTO97133,
ITOAUTO97324,,"Montparnasse Bienvenue",48.843742,2.323922,2,,0,ITOAUTO63174,
ITOAUTO97325,,"Montparnasse Bienvenue",48.843914,2.324386,2,Europe/Paris,,,
