source,target,airline,departure_ts,arrival_ts,distance,delay
PBI,EWR,B6,2015-01-07T20:46:00,2015-01-07T23:17:00,1023,41.0
ATL,MCO,DL,2015-01-07T20:05:00,2015-01-07T21:27:00,404,0.0
DTW,SAN,DL,2015-01-07T20:02:00,2015-01-07T21:28:00,1956,-3.0
DTW,FLL,DL,2015-01-07T20:21:00,2015-01-07T22:54:00,1127,16.0
FLL,JFK,DL,2015-01-07T20:02:00,2015-01-07T22:36:00,1069,-3.0
DCA,EWR,EV,2015-01-07T19:53:00,2015-01-07T21:26:00,199,-12.0
DTW,CID,EV,2015-01-07T20:02:00,2015-01-07T20:56:00,430,-3.0
DTW,CHA,EV,2015-01-07T23:53:00,2015-01-08T01:08:00,505,228.0
ORD,SGF,EV,2015-01-07T20:23:00,2015-01-07T22:01:00,438,18.0
ORD,LNK,EV,2015-01-07T20:07:00,2015-01-07T21:41:00,466,2.0
DFW,GRI,MQ,2015-01-07T20:03:00,2015-01-07T21:52:00,561,-2.0
CLE,ORD,MQ,2015-01-07T22:41:00,2015-01-07T23:20:00,315,156.0
DFW,SPS,MQ,2015-01-07T20:01:00,2015-01-07T20:46:00,113,-4.0
ORD,RST,MQ,2015-01-07T21:54:00,2015-01-07T22:57:00,268,109.0
ORD,JAN,EV,2015-01-07T20:34:00,2015-01-07T22:24:00,677,29.0
EWR,MCI,EV,2015-01-07T20:31:00,2015-01-07T22:35:00,1092,26.0
PBI,ACY,NK,2015-01-07T20:05:00,2015-01-07T22:11:00,936,0.0
FLL,MCO,NK,2015-01-07T20:36:00,2015-01-07T21:36:00,177,31.0
FLL,LAS,NK,2015-01-07T20:03:00,2015-01-07T22:10:00,2173,-2.0
ORD,FAR,OO,2015-01-07T20:05:00,2015-01-07T22:09:00,557,0.0
LAX,SJC,OO,2015-01-07T20:11:00,2015-01-07T21:14:00,308,6.0
ORD,FSD,OO,2015-01-07T20:30:00,2015-01-07T22:09:00,462,25.0
LAX,SAN,OO,2015-01-07T19:59:00,2015-01-07T20:43:00,109,-6.0
ORD,DFW,OO,2015-01-07T21:41:00,2015-01-07T23:55:00,802,96.0
IAH,DFW,AA,2015-01-07T20:00:00,2015-01-07T21:05:00,224,-6.0
ORD,CWA,EV,2015-01-07T20:09:00,2015-01-07T21:16:00,212,2.0
HNL,OGG,HA,2015-01-07T20:03:00,2015-01-07T20:37:00,100,-4.0
SFO,SAN,UA,2015-01-07T20:57:00,2015-01-07T22:30:00,447,49.0
DTW,BOS,DL,2015-01-07T20:04:00,2015-01-07T22:00:00,632,-4.0
ORD,CID,EV,2015-01-07T20:22:00,2015-01-07T21:23:00,196,14.0
FLL,LGA,NK,2015-01-07T21:05:00,2015-01-08T00:53:00,1076,57.0
CLT,CLE,US,2015-01-07T20:43:00,2015-01-07T22:25:00,430,34.0
MIA,TLH,MQ,2015-01-07T20:09:00,2015-01-07T21:43:00,402,0.0
CLT,MIA,US,2015-01-07T20:08:00,2015-01-07T22:25:00,650,-2.0
CLT,BWI,US,2015-01-07T20:47:00,2015-01-07T22:13:00,361,37.0
CLT,PHL,US,2015-01-07T20:07:00,2015-01-07T21:24:00,449,-3.0
HOU,AUS,WN,2015-01-07T20:37:00,2015-01-07T21:22:00,148,27.0
HOU,ELP,WN,2015-01-07T20:52:00,2015-01-07T22:03:00,677,42.0
HOU,OKC,WN,2015-01-07T20:50:00,2015-01-07T22:09:00,419,40.0
HOU,SAT,WN,2015-01-07T20:36:00,2015-01-07T21:26:00,192,26.0
HOU,TUL,WN,2015-01-07T20:23:00,2015-01-07T21:43:00,453,13.0
LAS,AUS,WN,2015-01-07T20:49:00,2015-01-08T01:25:00,1090,39.0
MSY,BWI,WN,2015-01-07T20:10:00,2015-01-07T23:19:00,998,0.0
ONT,PHX,WN,2015-01-07T20:07:00,2015-01-07T22:09:00,325,-3.0
PHX,LAS,WN,2015-01-07T20:23:00,2015-01-08T20:21:00,255,13.0
PHX,MCI,WN,2015-01-07T20:49:00,2015-01-08T00:12:00,1044,39.0
AUS,DEN,WN,2015-01-07T20:07:00,2015-01-07T21:19:00,775,-3.0
BUR,OAK,WN,2015-01-07T20:22:00,2015-01-07T21:23:00,325,12.0
BUR,SJC,WN,2015-01-07T21:02:00,2015-01-07T21:59:00,296,52.0
BWI,ATL,WN,2015-01-07T20:42:00,2015-01-07T22:37:00,577,32.0
DAL,DCA,WN,2015-01-07T21:00:00,2015-01-08T00:28:00,1184,50.0
DAL,MAF,WN,2015-01-07T20:11:00,2015-01-07T21:13:00,319,1.0
HOU,ABQ,WN,2015-01-07T20:45:00,2015-01-07T21:42:00,759,35.0
SNA,LAS,WN,2015-01-07T21:22:00,2015-01-07T22:24:00,226,72.0
LAS,ONT,WN,2015-01-07T20:22:00,2015-01-07T21:14:00,197,12.0
LAS,SMF,WN,2015-01-07T20:43:00,2015-01-07T21:59:00,397,33.0
SJC,DEN,WN,2015-01-07T20:16:00,2015-01-07T23:32:00,948,6.0
DFW,DAY,AA,2015-01-07T20:05:00,2015-01-07T23:26:00,861,-5.0
DFW,AUS,AA,2015-01-07T20:08:00,2015-01-07T21:00:00,190,-2.0
ORD,DCA,AA,2015-01-07T20:17:00,2015-01-07T23:11:00,612,7.0
MIA,MCO,AA,2015-01-07T21:00:00,2015-01-07T21:54:00,192,50.0
MCO,SLC,B6,2015-01-07T20:07:00,2015-01-07T22:50:00,1931,-3.0
LAS,LAX,AA,2015-01-07T20:05:00,2015-01-07T21:09:00,236,-5.0
DTW,BWI,DL,2015-01-07T20:06:00,2015-01-07T21:47:00,409,-4.0
DTW,GRR,DL,2015-01-07T20:17:00,2015-01-07T21:11:00,120,7.0
DFW,BRO,EV,2015-01-07T20:11:00,2015-01-07T21:49:00,482,1.0
DFW,FSD,EV,2015-01-07T20:41:00,2015-01-07T22:46:00,737,31.0
LGA,BHM,EV,2015-01-07T22:37:00,2015-01-08T00:07:00,866,147.0
DTW,AVP,EV,2015-01-07T20:07:00,2015-01-07T21:31:00,399,-3.0
DTW,ERI,EV,2015-01-07T20:13:00,2015-01-07T21:03:00,164,3.0
DTW,ABE,EV,2015-01-07T21:06:00,2015-01-07T22:41:00,425,56.0
DTW,MDW,EV,2015-01-07T20:11:00,2015-01-07T20:32:00,228,1.0
DTW,AUS,EV,2015-01-07T20:05:00,2015-01-07T22:03:00,1149,-5.0
DTW,GSO,EV,2015-01-07T20:05:00,2015-01-07T21:34:00,460,-5.0
ATL,FSD,EV,2015-01-07T21:13:00,2015-01-07T23:06:00,954,63.0
DEN,PHX,F9,2015-01-07T20:05:00,2015-01-07T21:49:00,602,-5.0
DFW,VPS,MQ,2015-01-07T20:32:00,2015-01-07T22:24:00,641,22.0
DFW,SGF,MQ,2015-01-07T20:11:00,2015-01-07T21:39:00,364,1.0
DFW,ABI,MQ,2015-01-07T20:04:00,2015-01-07T20:56:00,158,-6.0
DFW,GSO,MQ,2015-01-07T20:08:00,2015-01-07T23:45:00,999,-2.0
MIA,ORF,MQ,2015-01-07T20:07:00,2015-01-07T22:49:00,802,-3.0
BUF,ORD,MQ,2015-01-07T21:09:00,2015-01-07T22:36:00,473,59.0
FLL,MYR,NK,2015-01-07T20:18:00,2015-01-07T21:52:00,529,8.0
FLL,DTW,NK,2015-01-07T20:22:00,2015-01-07T23:34:00,1127,12.0
ORD,CHO,OO,2015-01-07T21:00:00,2015-01-07T23:36:00,567,50.0
ORD,SLC,OO,2015-01-07T20:28:00,2015-01-07T23:10:00,1250,18.0
SAN,LAX,OO,2015-01-07T20:33:00,2015-01-07T21:15:00,109,22.0
SFO,MFR,OO,2015-01-07T20:04:00,2015-01-07T21:17:00,329,-7.0
LAS,DEN,F9,2015-01-07T20:01:00,2015-01-07T22:43:00,628,-11.0
HNL,KOA,HA,2015-01-07T20:13:00,2015-01-07T20:57:00,163,1.0
MCO,EWR,UA,2015-01-07T20:15:00,2015-01-07T22:28:00,937,2.0
MSP,DFW,NK,2015-01-07T20:16:00,2015-01-07T22:40:00,852,3.0
FWA,ORD,OO,2015-01-07T20:03:00,2015-01-07T20:38:00,157,-10.0
SBP,LAX,OO,2015-01-07T20:13:00,2015-01-07T21:23:00,156,-2.0
ORD,IAH,UA,2015-01-07T21:13:00,2015-01-07T23:34:00,925,58.0
ORD,DEN,UA,2015-01-07T22:20:00,2015-01-07T23:46:00,888,125.0
CLT,MCO,US,2015-01-07T20:13:00,2015-01-07T22:03:00,468,-2.0
CLT,BNA,US,2015-01-07T20:23:00,2015-01-07T20:58:00,328,8.0
CLT,BUF,US,2015-01-07T20:12:00,2015-01-07T21:54:00,546,-3.0
CLT,RIC,US,2015-01-07T20:12:00,2015-01-07T21:04:00,257,-3.0
CLT,PBI,US,2015-01-07T20:10:00,2015-01-07T22:02:00,590,-5.0
PHL,BOS,US,2015-01-07T20:24:00,2015-01-07T21:38:00,280,9.0
CLT,ORD,US,2015-01-07T21:30:00,2015-01-07T22:31:00,599,75.0
HOU,DEN,WN,2015-01-07T21:07:00,2015-01-07T22:37:00,883,52.0
HOU,OAK,WN,2015-01-07T23:01:00,2015-01-08T00:43:00,1642,166.0
STL,LAX,WN,2015-01-07T21:09:00,2015-01-07T22:53:00,1592,54.0
TPA,PHL,WN,2015-01-07T20:47:00,2015-01-07T23:01:00,920,32.0
MCO,RIC,WN,2015-01-07T20:05:00,2015-01-07T21:48:00,667,-10.0
PHL,MIA,AA,2015-01-07T20:14:00,2015-01-07T23:11:00,1013,-1.0
DFW,MCO,AA,2015-01-07T20:18:00,2015-01-07T23:41:00,985,3.0
MIA,MSP,AA,2015-01-07T20:28:00,2015-01-07T23:22:00,1501,13.0
DFW,PIT,AA,2015-01-07T20:18:00,2015-01-08T00:20:00,1067,3.0
DFW,LAS,AA,2015-01-07T20:09:00,2015-01-07T20:57:00,1055,-6.0
BDL,FLL,B6,2015-01-07T21:10:00,2015-01-08T00:22:00,1173,55.0
FLL,LGA,B6,2015-01-07T21:16:00,2015-01-08T00:03:00,1076,61.0
DCA,MCO,B6,2015-01-07T20:11:00,2015-01-07T22:37:00,759,-4.0
LAX,LAS,DL,2015-01-07T20:10:00,2015-01-07T21:09:00,236,-5.0
ORD,ICT,EV,2015-01-07T20:23:00,2015-01-07T22:11:00,588,8.0
DEN,IND,F9,2015-01-07T20:34:00,2015-01-08T00:42:00,977,19.0
KOA,HNL,HA,2015-01-07T20:16:00,2015-01-07T20:59:00,163,1.0
ORD,EVV,MQ,2015-01-07T21:06:00,2015-01-07T22:10:00,273,51.0
MCI,LAS,NK,2015-01-07T20:50:00,2015-01-07T21:41:00,1139,35.0
DTW,RSW,NK,2015-01-07T21:18:00,2015-01-07T23:49:00,1084,63.0
FLL,DEN,NK,2015-01-07T20:13:00,2015-01-07T22:40:00,1703,-2.0
ORD,LAX,UA,2015-01-07T22:00:00,2015-01-08T00:06:00,1744,104.0
ORD,PIA,EV,2015-01-07T20:10:00,2015-01-07T20:57:00,130,-6.0
SFO,RDM,OO,2015-01-07T20:08:00,2015-01-07T21:36:00,462,-8.0
ATL,DFW,AA,2015-01-07T20:13:00,2015-01-07T21:38:00,731,-4.0
BWI,BOS,B6,2015-01-07T20:09:00,2015-01-07T21:26:00,369,-8.0
ORD,DSM,UA,2015-01-07T20:34:00,2015-01-07T21:41:00,299,16.0
CMH,ORD,MQ,2015-01-07T21:10:00,2015-01-07T22:22:00,296,52.0
MCO,DFW,AA,2015-01-07T20:03:00,2015-01-07T21:44:00,985,-16.0
ORD,MSP,UA,2015-01-07T21:16:00,2015-01-07T22:45:00,334,56.0
ORD,SFO,UA,2015-01-07T21:29:00,2015-01-07T23:50:00,1846,69.0
CLT,DEN,US,2015-01-07T20:33:00,2015-01-07T22:45:00,1337,13.0
SLC,PHX,US,2015-01-07T20:11:00,2015-01-07T21:43:00,507,-9.0
CLT,ATL,US,2015-01-07T21:06:00,2015-01-07T22:19:00,226,46.0
CLT,DFW,US,2015-01-07T20:17:00,2015-01-07T22:14:00,936,-3.0
CLT,ORF,US,2015-01-07T20:22:00,2015-01-07T21:33:00,290,2.0
CLT,LGA,US,2015-01-07T20:14:00,2015-01-07T21:59:00,544,-6.0
CLT,EWR,US,2015-01-07T20:18:00,2015-01-07T22:00:00,529,-2.0
CLT,BOS,US,2015-01-07T20:24:00,2015-01-07T22:25:00,728,4.0
CLT,RDU,US,2015-01-07T20:19:00,2015-01-07T21:19:00,130,-1.0
BUR,LAS,WN,2015-01-07T20:52:00,2015-01-07T21:46:00,223,32.0
BWI,BUF,WN,2015-01-07T21:59:00,2015-01-07T23:03:00,281,99.0
BWI,IND,WN,2015-01-07T20:27:00,2015-01-07T22:08:00,516,7.0
BWI,SDF,WN,2015-01-07T20:36:00,2015-01-07T22:28:00,495,16.0
DAL,LAS,WN,2015-01-07T21:30:00,2015-01-07T22:13:00,1067,70.0
DEN,LAS,WN,2015-01-07T20:34:00,2015-01-07T21:21:00,628,14.0
TPA,IND,WN,2015-01-07T20:22:00,2015-01-07T22:37:00,837,2.0
TPA,RDU,WN,2015-01-07T20:26:00,2015-01-07T21:56:00,587,6.0
LAX,PHX,WN,2015-01-07T20:20:00,2015-01-07T22:32:00,370,0.0
LAX,SMF,WN,2015-01-07T20:32:00,2015-01-07T21:42:00,373,12.0
MDW,LGA,WN,2015-01-07T21:20:00,2015-01-08T00:11:00,725,60.0
SJC,LAX,WN,2015-01-07T20:20:00,2015-01-07T21:26:00,308,0.0
DFW,IAD,AA,2015-01-07T20:49:00,2015-01-08T00:23:00,1172,29.0
ORD,STL,AA,2015-01-07T20:14:00,2015-01-07T21:18:00,258,-6.0
PBI,BOS,B6,2015-01-07T23:09:00,2015-01-08T01:36:00,1197,169.0
BOS,JFK,B6,2015-01-07T21:06:00,2015-01-07T22:13:00,187,46.0
BOS,RSW,B6,2015-01-07T20:08:00,2015-01-07T00:00:00,1249,-12.0
LGB,SFO,B6,2015-01-07T20:12:00,2015-01-07T21:21:00,354,-8.0
BOS,BWI,B6,2015-01-07T20:18:00,2015-01-07T21:51:00,369,-2.0
ORD,ATW,EV,2015-01-07T20:20:00,2015-01-07T21:22:00,160,0.0
ORD,HSV,MQ,2015-01-07T20:37:00,2015-01-07T22:33:00,510,17.0
DFW,GPT,MQ,2015-01-07T20:14:00,2015-01-07T21:43:00,500,-6.0
DFW,MLI,MQ,2015-01-07T20:46:00,2015-01-07T22:53:00,691,26.0
DFW,BMI,MQ,2015-01-07T20:16:00,2015-01-07T22:26:00,690,-4.0
ORD,IAH,NK,2015-01-07T20:19:00,2015-01-07T22:46:00,925,-1.0
LAS,LAX,NK,2015-01-07T20:16:00,2015-01-07T21:47:00,236,-4.0
FLL,DFW,NK,2015-01-07T20:28:00,2015-01-07T22:24:00,1119,8.0
ORD,COS,OO,2015-01-07T21:43:00,2015-01-07T23:17:00,911,83.0
ORD,SAT,OO,2015-01-07T21:09:00,2015-01-07T23:44:00,1041,49.0
DEN,COS,OO,2015-01-07T21:13:00,2015-01-07T22:05:00,73,52.0
CVG,GRR,OO,2015-01-07T20:20:00,2015-01-07T21:28:00,268,-1.0
SLC,JAC,DL,2015-01-07T20:18:00,2015-01-08T10:53:00,205,-4.0
ORD,MLI,OO,2015-01-07T20:20:00,2015-01-07T21:10:00,139,-3.0
PHL,ATL,US,2015-01-07T20:21:00,2015-01-07T22:33:00,666,-3.0
HNL,OGG,HA,2015-01-07T20:19:00,2015-01-07T20:56:00,100,-5.0
EWR,MCO,UA,2015-01-07T21:31:00,2015-01-08T00:41:00,937,66.0
CLT,IAH,US,2015-01-07T20:40:00,2015-01-07T22:24:00,912,15.0
CLT,PVD,US,2015-01-07T20:21:00,2015-01-07T22:02:00,683,-4.0
LAS,DEN,WN,2015-01-07T20:45:00,2015-01-07T23:35:00,628,20.0
MKE,MSP,WN,2015-01-07T20:24:00,2015-01-07T21:33:00,297,-1.0
ONT,OAK,WN,2015-01-07T20:41:00,2015-01-07T21:47:00,362,16.0
ORF,BWI,WN,2015-01-07T20:42:00,2015-01-07T21:40:00,159,17.0
PHX,OMA,WN,2015-01-07T20:52:00,2015-01-08T00:11:00,1037,27.0
RDU,BWI,WN,2015-01-07T20:25:00,2015-01-07T21:17:00,255,0.0
CMH,BWI,WN,2015-01-07T20:18:00,2015-01-07T21:30:00,337,-7.0
LAS,SEA,WN,2015-01-07T20:40:00,2015-01-07T23:03:00,867,15.0
LAX,SFO,WN,2015-01-07T20:25:00,2015-01-07T21:29:00,337,0.0
LGA,MKE,WN,2015-01-07T21:06:00,2015-01-07T22:13:00,738,41.0
MCO,ISP,WN,2015-01-07T20:48:00,2015-01-07T22:55:00,971,23.0
MCO,STL,WN,2015-01-07T20:36:00,2015-01-07T22:11:00,882,11.0
DFW,RSW,AA,2015-01-07T20:26:00,2015-01-07T23:44:00,1017,1.0
ORD,LAX,AA,2015-01-07T20:37:00,2015-01-07T22:52:00,1744,12.0
DFW,BNA,AA,2015-01-07T20:24:00,2015-01-07T22:08:00,631,-1.0
JFK,BOS,AA,2015-01-07T22:02:00,2015-01-07T23:04:00,187,97.0
DFW,SAT,AA,2015-01-07T20:26:00,2015-01-07T21:32:00,247,1.0
SEA,PHX,AS,2015-01-07T20:19:00,2015-01-07T23:53:00,1107,-6.0
DFW,RDU,AA,2015-01-07T20:28:00,2015-01-07T23:41:00,1061,3.0
LAX,PHX,DL,2015-01-07T20:24:00,2015-01-07T22:40:00,370,-1.0
IAH,MEM,EV,2015-01-07T20:22:00,2015-01-07T22:04:00,468,-3.0
TPA,CLE,F9,2015-01-07T20:19:00,2015-01-07T23:02:00,927,-6.0
LAX,SLC,OO,2015-01-07T21:10:00,2015-01-07T23:56:00,590,45.0
PHL,DFW,US,2015-01-07T20:35:00,2015-01-07T23:00:00,1303,8.0
MCO,PVD,B6,2015-01-07T20:34:00,2015-01-07T22:54:00,1072,7.0
LAX,SBP,OO,2015-01-07T20:38:00,2015-01-07T21:28:00,156,11.0
EWR,FLL,UA,2015-01-07T21:21:00,2015-01-08T00:29:00,1065,53.0
OME,ANC,AS,2015-01-07T20:24:00,2015-01-07T21:55:00,539,-5.0
JFK,SFO,B6,2015-01-07T20:32:00,2015-01-08T00:12:00,2586,3.0
SFO,PHX,UA,2015-01-07T20:22:00,2015-01-07T23:12:00,651,-8.0
PHL,LAS,US,2015-01-07T20:37:00,2015-01-07T23:08:00,2176,7.0
PHL,RDU,US,2015-01-07T20:23:00,2015-01-07T21:55:00,337,-7.0
PHL,PIT,US,2015-01-07T20:28:00,2015-01-07T21:37:00,268,-2.0
PHX,ABQ,WN,2015-01-07T20:30:00,2015-01-07T21:29:00,328,0.0
AUS,SAN,WN,2015-01-07T20:26:00,2015-01-07T21:05:00,1164,-4.0
AUS,SJC,WN,2015-01-07T21:52:00,2015-01-07T23:08:00,1476,82.0
BWI,MCO,WN,2015-01-07T21:38:00,2015-01-07T23:57:00,787,68.0
DAL,MCI,WN,2015-01-07T21:31:00,2015-01-07T22:55:00,460,61.0
EWR,MDW,WN,2015-01-07T21:40:00,2015-01-07T23:01:00,711,70.0
LGA,DAL,WN,2015-01-07T20:56:00,2015-01-07T23:34:00,1381,26.0
SAN,SJC,WN,2015-01-07T20:25:00,2015-01-07T21:35:00,417,-5.0
SFO,SNA,WN,2015-01-07T20:38:00,2015-01-07T21:52:00,372,8.0
SJC,PHX,WN,2015-01-07T20:42:00,2015-01-07T23:23:00,621,12.0
DFW,PHX,AA,2015-01-07T20:27:00,2015-01-07T22:14:00,868,-3.0
LGA,MIA,AA,2015-01-07T20:51:00,2015-01-07T23:56:00,1096,21.0
ORD,DFW,AA,2015-01-07T20:36:00,2015-01-07T22:49:00,802,6.0
SFO,PDX,AS,2015-01-07T20:18:00,2015-01-07T21:57:00,550,-12.0
MCO,HPN,B6,2015-01-07T21:17:00,2015-01-07T23:28:00,972,47.0
ATL,DCA,DL,2015-01-07T20:29:00,2015-01-07T21:55:00,547,-1.0
DTW,MCI,DL,2015-01-07T20:20:00,2015-01-07T21:29:00,629,-10.0
ATL,BUF,DL,2015-01-07T22:02:00,2015-01-08T00:06:00,712,92.0
EWR,STL,EV,2015-01-07T21:24:00,2015-01-07T23:15:00,872,54.0
ATL,JAX,DL,2015-01-07T20:23:00,2015-01-07T21:36:00,270,-7.0
ATL,MGM,EV,2015-01-07T20:26:00,2015-01-08T20:13:00,147,-4.0
MIA,PHL,F9,2015-01-07T23:33:00,2015-01-08T02:12:00,1013,183.0
DFW,GRR,MQ,2015-01-07T20:31:00,2015-01-08T00:19:00,931,1.0
DFW,CID,MQ,2015-01-07T21:21:00,2015-01-07T23:22:00,685,51.0
SFO,LAS,OO,2015-01-07T20:26:00,2015-01-07T22:06:00,414,-4.0
LAX,OAK,OO,2015-01-07T20:56:00,2015-01-07T22:13:00,337,26.0
SFO,TUS,OO,2015-01-07T20:59:00,2015-01-08T00:07:00,751,29.0
ORD,STC,OO,2015-01-07T20:28:00,2015-01-07T21:56:00,394,-2.0
ORD,LGA,UA,2015-01-07T21:26:00,2015-01-08T00:24:00,733,55.0
ATL,BMI,EV,2015-01-07T20:28:00,2015-01-07T21:31:00,533,-3.0
LAX,SMF,OO,2015-01-07T20:34:00,2015-01-07T21:47:00,373,3.0
ORD,MCI,EV,2015-01-07T21:24:00,2015-01-07T22:46:00,403,51.0
ATL,MLI,EV,2015-01-07T20:38:00,2015-01-07T21:36:00,633,5.0
KTN,JNU,AS,2015-01-07T21:05:00,2015-01-07T22:08:00,234,31.0
ATL,ABE,DL,2015-01-07T20:31:00,2015-01-07T22:26:00,692,-3.0
ATL,TUL,DL,2015-01-07T20:33:00,2015-01-07T22:02:00,674,-1.0
ATL,AVP,EV,2015-01-07T20:40:00,2015-01-07T22:38:00,714,6.0
ITO,HNL,HA,2015-01-07T20:24:00,2015-01-07T21:13:00,216,-10.0
PHL,ORD,US,2015-01-07T22:57:00,2015-01-08T00:04:00,678,142.0
SAN,OAK,WN,2015-01-07T20:32:00,2015-01-07T21:40:00,446,-3.0
DAL,MDW,WN,2015-01-07T21:21:00,2015-01-07T23:37:00,793,46.0
DEN,PDX,WN,2015-01-07T20:41:00,2015-01-07T22:28:00,991,6.0
TPA,MKE,WN,2015-01-07T20:44:00,2015-01-07T22:49:00,1075,9.0
TPA,PVD,WN,2015-01-07T20:54:00,2015-01-07T23:18:00,1136,19.0
MDW,DAL,WN,2015-01-07T21:14:00,2015-01-07T23:17:00,793,39.0
ATL,MCI,WN,2015-01-07T21:15:00,2015-01-07T22:42:00,692,40.0
ATL,MKE,WN,2015-01-07T20:57:00,2015-01-07T22:21:00,669,22.0
SAN,SEA,WN,2015-01-07T20:44:00,2015-01-07T23:26:00,1050,9.0
SFO,LAX,WN,2015-01-07T20:31:00,2015-01-07T21:44:00,337,-4.0
SJC,LAS,WN,2015-01-07T20:48:00,2015-01-07T21:55:00,386,13.0
SMF,LAS,WN,2015-01-07T20:29:00,2015-01-07T21:40:00,397,-6.0
SMF,PHX,WN,2015-01-07T20:31:00,2015-01-07T23:12:00,647,-4.0
SMF,SAN,WN,2015-01-07T20:36:00,2015-01-07T22:00:00,480,1.0
DFW,MIA,AA,2015-01-07T20:44:00,2015-01-08T00:14:00,1121,9.0
DFW,PBI,AA,2015-01-07T21:34:00,2015-01-08T01:10:00,1102,59.0
SEA,DEN,AS,2015-01-07T20:31:00,2015-01-07T23:58:00,1024,-4.0
BOS,MCO,B6,2015-01-07T21:32:00,2015-01-08T00:59:00,1121,57.0
ATL,DAY,DL,2015-01-07T20:35:00,2015-01-07T22:10:00,432,0.0
ATL,GRR,DL,2015-01-07T21:14:00,2015-01-07T23:16:00,640,39.0
ATL,SDF,DL,2015-01-07T20:41:00,2015-01-07T22:05:00,321,6.0
ATL,HPN,EV,2015-01-07T20:48:00,2015-01-07T22:52:00,780,13.0
ATL,SYR,DL,2015-01-07T20:32:00,2015-01-07T22:41:00,794,-3.0
ATL,MHT,DL,2015-01-07T20:32:00,2015-01-07T22:43:00,952,-3.0
DEN,MKE,F9,2015-01-07T21:11:00,2015-01-08T00:28:00,896,36.0
ORD,CMH,MQ,2015-01-07T22:24:00,2015-01-08T00:41:00,296,109.0
FLL,BWI,NK,2015-01-07T21:31:00,2015-01-07T23:51:00,925,56.0
CLD,LAX,OO,2015-01-07T20:27:00,2015-01-07T20:59:00,86,-8.0
BUR,PDX,OO,2015-01-07T20:30:00,2015-01-07T22:35:00,817,-5.0
MCO,ORD,UA,2015-01-07T20:41:00,2015-01-07T22:40:00,1005,5.0
SFO,SLC,OO,2015-01-07T20:31:00,2015-01-07T23:30:00,599,-5.0
OGG,HNL,HA,2015-01-07T20:35:00,2015-01-07T21:09:00,100,-2.0
TPA,MSP,NK,2015-01-07T21:21:00,2015-01-08T00:05:00,1306,44.0
SBP,SFO,OO,2015-01-07T20:28:00,2015-01-07T21:21:00,190,-10.0
EWR,PBI,UA,2015-01-07T21:21:00,2015-01-08T00:28:00,1023,42.0
ATL,SHV,EV,2015-01-07T20:38:00,2015-01-07T21:25:00,551,-1.0
PHL,MCO,US,2015-01-07T20:57:00,2015-01-07T23:36:00,861,17.0
ATL,TPA,WN,2015-01-07T21:01:00,2015-01-07T22:20:00,406,21.0
HOU,HRL,WN,2015-01-07T20:39:00,2015-01-07T21:42:00,277,-1.0
SAN,ABQ,WN,2015-01-07T21:14:00,2015-01-07T23:56:00,628,34.0
BOS,BWI,WN,2015-01-07T20:35:00,2015-01-07T22:14:00,369,-5.0
DAL,ATL,WN,2015-01-07T22:03:00,2015-01-08T01:06:00,721,83.0
ELP,AUS,WN,2015-01-07T20:37:00,2015-01-07T22:57:00,528,-3.0
SNA,SFO,WN,2015-01-07T21:21:00,2015-01-07T22:29:00,372,41.0
LAS,SAN,WN,2015-01-07T20:43:00,2015-01-07T21:39:00,258,3.0
MCO,BUF,WN,2015-01-07T20:41:00,2015-01-07T23:12:00,1011,1.0
ATL,CMH,WN,2015-01-07T21:25:00,2015-01-07T22:57:00,447,45.0
ATL,DAL,WN,2015-01-07T21:22:00,2015-01-07T22:42:00,721,42.0
ATL,IND,WN,2015-01-07T20:59:00,2015-01-07T22:49:00,432,19.0
ATL,MSP,WN,2015-01-07T20:37:00,2015-01-07T22:34:00,907,-3.0
ATL,OKC,WN,2015-01-07T20:33:00,2015-01-07T21:54:00,761,-7.0
DFW,TPA,AA,2015-01-07T20:48:00,2015-01-07T23:55:00,929,8.0
DFW,MSP,AA,2015-01-07T20:40:00,2015-01-07T22:56:00,852,0.0
DFW,ELP,AA,2015-01-07T21:12:00,2015-01-07T21:50:00,551,32.0
DFW,FLL,AA,2015-01-07T22:26:00,2015-01-08T02:02:00,1119,106.0
DFW,LAX,AA,2015-01-07T21:12:00,2015-01-07T22:15:00,1235,32.0
FLL,RIC,B6,2015-01-07T20:35:00,2015-01-07T22:34:00,805,-5.0
DFW,FAT,AA,2015-01-07T20:49:00,2015-01-07T22:02:00,1313,9.0
DFW,SFO,AA,2015-01-07T20:47:00,2015-01-07T22:12:00,1464,7.0
ATL,FLL,DL,2015-01-07T20:34:00,2015-01-07T22:28:00,581,-6.0
ATL,PWM,DL,2015-01-07T20:36:00,2015-01-07T22:58:00,1027,-4.0
ATL,CLT,DL,2015-01-07T20:38:00,2015-01-07T21:44:00,226,-2.0
ATL,JFK,DL,2015-01-07T20:51:00,2015-01-07T23:29:00,760,11.0
ATL,PVD,DL,2015-01-07T20:35:00,2015-01-07T22:38:00,903,-5.0
ATL,RDU,DL,2015-01-07T20:40:00,2015-01-07T21:43:00,356,0.0
ATL,CAE,DL,2015-01-07T20:44:00,2015-01-07T21:35:00,192,4.0
DEN,MSP,F9,2015-01-07T20:33:00,2015-01-07T23:19:00,680,-7.0
DFW,GSP,MQ,2015-01-07T20:39:00,2015-01-07T23:42:00,862,-1.0
